30529467,41219,41302,41234,41239,41230,41275,41323,41323,41295,41289,41242,41310,41231,41298,41276,41310,41311,41277,41347,41356,41294,41342,41237,41359,20.90,20.93,20.91,-0.38,00000000
30530103,41219,41302,41234,41238,41232,41275,41322,41323,41297,41288,41243,41313,41233,41296,41274,41310,41310,41277,41346,41354,41295,41341,41236,41358,20.90,20.94,20.92,-0.42,00000000
30530527,41219,41303,41233,41238,41231,41276,41322,41324,41295,41291,41245,41312,41231,41298,41275,41309,41310,41277,41345,41355,41293,41342,41237,41359,20.90,20.94,20.92,-0.42,00000000
30531175,41220,41302,41234,41239,41231,41274,41323,41322,41295,41290,41241,41310,41232,41298,41277,41310,41311,41276,41347,41356,41294,41343,41238,41358,20.90,20.94,20.92,-0.44,00000000
30531598,41218,41302,41232,41238,41234,41275,41321,41324,41296,41291,41244,41311,41232,41296,41276,41311,41307,41278,41346,41356,41295,41344,41237,41359,20.90,20.94,20.93,-0.30,00000000
30532022,41218,41303,41235,41240,41233,41275,41323,41325,41297,41291,41244,41311,41232,41296,41277,41310,41310,41277,41346,41353,41295,41343,41237,41359,20.90,20.94,20.92,-0.37,00000000
30532445,41218,41302,41234,41238,41233,41275,41324,41325,41296,41291,41244,41311,41232,41299,41277,41311,41309,41275,41346,41355,41294,41342,41238,41359,20.90,20.94,20.92,-0.40,00000000
30532868,41219,41304,41233,41240,41233,41274,41323,41324,41294,41290,41242,41312,41232,41296,41275,41311,41311,41278,41344,41355,41293,41342,41236,41359,20.90,20.94,20.93,-0.38,00000000
30533518,41218,41303,41235,41238,41231,41274,41323,41324,41296,41291,41244,41311,41231,41299,41276,41311,41312,41276,41346,41354,41295,41343,41238,41359,20.90,20.94,20.92,-0.38,00000000
30533942,41220,41303,41234,41241,41233,41276,41324,41324,41296,41291,41244,41313,41232,41298,41277,41311,41309,41276,41344,41355,41295,41343,41237,41358,20.90,20.94,20.93,-0.33,00000000
30534365,41219,41303,41234,41239,41232,41274,41322,41325,41297,41292,41244,41313,41231,41296,41276,41310,41309,41278,41345,41353,41293,41343,41236,41360,20.90,20.94,20.93,-0.32,00000000
30534788,41220,41302,41235,41238,41232,41274,41322,41323,41297,41290,41243,41312,41232,41297,41276,41311,41309,41277,41344,41354,41293,41342,41236,41357,20.90,20.94,20.92,-0.40,00000000
30535210,41220,41303,41236,41237,41232,41275,41323,41323,41297,41287,41244,41311,41232,41300,41276,41310,41310,41278,41345,41356,41294,41342,41238,41359,20.90,20.93,20.92,-0.38,00000000
30535634,41220,41303,41235,41240,41232,41273,41324,41323,41296,41290,41243,41308,41232,41298,41276,41310,41310,41276,41346,41355,41295,41343,41237,41358,20.90,20.94,20.92,-0.38,00000000
30536284,41220,41304,41234,41240,41232,41274,41323,41325,41295,41290,41242,41311,41232,41297,41274,41310,41310,41276,41346,41354,41294,41342,41238,41360,20.90,20.94,20.92,-0.42,00000000
30536707,41218,41300,41232,41239,41233,41275,41323,41322,41295,41291,41243,41311,41232,41297,41277,41310,41311,41276,41347,41356,41294,41344,41237,41358,20.86,20.92,20.92,-0.56,00000000
30537130,41220,41301,41234,41240,41231,41274,41321,41323,41295,41290,41241,41311,41232,41298,41277,41310,41311,41277,41345,41356,41294,41344,41238,41358,20.90,20.94,20.92,-0.40,00000000
30537554,41219,41301,41234,41239,41232,41275,41323,41324,41295,41290,41242,41309,41232,41298,41276,41309,41311,41275,41345,41355,41296,41343,41236,41358,20.90,20.94,20.92,-0.39,00000000
30537977,41221,41302,41234,41240,41231,41275,41323,41324,41297,41291,41243,41311,41231,41296,41276,41309,41310,41278,41348,41355,41296,41342,41237,41360,20.90,20.94,20.93,-0.38,00000000
30538627,41221,41303,41235,41238,41232,41275,41323,41324,41296,41291,41243,41313,41232,41298,41276,41312,41310,41276,41346,41356,41295,41343,41237,41359,20.90,20.94,20.92,-0.38,00000000
30539049,41221,41302,41233,41238,41233,41276,41323,41322,41297,41290,41244,41310,41234,41297,41277,41311,41310,41276,41344,41353,41294,41342,41236,41359,20.90,20.93,20.92,-0.38,00000000
30539472,41219,41303,41234,41238,41231,41274,41322,41323,41295,41289,41244,41313,41233,41297,41276,41311,41311,41277,41346,41354,41295,41342,41237,41358,20.90,20.93,20.93,-0.33,00000000
30539894,41220,41301,41234,41240,41232,41274,41323,41323,41297,41291,41244,41312,41232,41300,41277,41311,41311,41278,41346,41356,41296,41342,41238,41359,20.90,20.93,20.92,-0.39,00000000
44641478,35416,35574,35478,35491,35452,35587,35615,35611,35552,35499,35516,35550,35596,35622,35643,35606,35601,35626,35618,35583,35516,35602,35425,35566,20.88,20.93,20.89,-13.09,00000000
44651486,35439,35597,35502,35514,35475,35610,35641,3525,41295,41290,41244,41312,41232,41299,41276,41311,41311,41276,41346,41355,41294,41342,41237,41359,20.90,20.94,20.92,-0.48,00000000
30541390,41218,41301,41232,41239,41232,41274,41322,41323,41296,41289,41243,41311,41232,41299,41275,41309,41310,41277,41346,41355,41293,41342,41237,41359,20.90,20.94,20.93,-0.32,00000000
30541813,41218,41302,41235,41240,41231,41276,41322,41323,41296,41291,41242,41312,41232,41298,41274,41310,41310,41277,41346,41357,41294,41344,41236,41359,20.90,20.94,20.92,-0.37,00000000
30542235,41220,41303,41235,41238,41231,41274,41324,41323,41295,41290,41243,41311,41230,41298,41274,41311,41310,41277,41346,41355,41293,41343,41238,41359,20.90,20.93,20.93,-0.33,00000000
30542658,41217,41301,41232,41238,41231,41274,41318,41324,41296,41291,41244,41310,41233,41298,41277,41310,41310,41276,41346,41355,41294,41343,41237,41358,20.90,20.94,20.92,-0.36,00000000
30543082,41219,41302,41234,41238,41232,41273,41323,41323,41295,41289,41244,41309,41231,41298,41275,41310,41309,41276,41345,41356,41295,41343,41238,41360,20.90,20.93,20.91,-0.41,00000000
30543732,41219,41303,41234,41238,41234,41274,41323,41324,41295,41289,41244,41312,41232,41297,41275,41311,41310,41277,41346,41355,41294,41341,41236,41360,20.90,20.94,20.92,-0.41,00000000
30544154,41219,41302,41233,41240,41233,41275,41323,41323,41296,41290,41244,41311,41232,41298,41274,41310,41309,41276,41345,41355,41294,41342,41237,41359,20.90,20.93,20.92,-0.36,00000000
30544578,41219,41301,41235,41239,41231,41275,41323,41324,41296,41291,41242,41311,41233,41298,41275,41310,41311,41277,41346,41355,41295,41343,41237,41358,20.90,20.94,20.92,-0.41,00000000
30545000,41219,41303,41233,41239,41231,41274,41323,41323,41296,41290,41244,41310,41232,41298,41275,41310,41310,41277,41345,41356,41293,41342,41235,41358,20.90,20.93,20.92,-0.44,00000000
30545423,41219,41303,41234,41240,41234,41274,41322,41325,41297,41290,41245,41311,41232,41297,41275,41309,41310,41276,41345,41355,41295,41343,41239,41359,20.90,20.94,20.92,-0.32,00000000
30545846,41219,41303,41232,41240,41232,41274,41323,41323,41293,41291,41243,41311,41233,41297,41275,41310,41311,41277,41346,41356,41293,41341,41238,41358,20.90,20.93,20.92,-0.35,00000000
30546496,41219,41302,41234,41240,41234,41275,41323,41322,41297,41291,41243,41311,41232,41298,41276,41311,41310,41276,41346,41356,41293,41341,41238,41358,20.90,20.94,20.92,-0.44,00000000
30546919,41220,41303,41235,41240,41233,41275,41325,41325,41295,41290,41244,41312,41233,41298,41275,41310,41311,41276,41346,41355,41292,41343,41237,41357,20.90,20.94,20.92,-0.38,00000000
30547342,41218,41300,41234,41239,41232,41274,41321,41323,41296,41291,41244,41312,41233,41298,41276,41309,41312,41278,41346,41355,41295,41342,41238,41358,20.90,20.94,20.93,-0.34,00000000
30547765,41218,41304,41235,41239,41233,41274,41322,41325,41296,41291,41244,41311,41233,41298,41275,41310,41309,41277,41346,41355,41293,41340,41237,41356,20.90,20.94,20.92,-0.49,00000000
30548189,41220,41300,41235,41240,41234,41275,41323,41321,41295,41290,41244,41312,41232,41297,41276,41311,41310,41277,41346,41355,41293,41343,41237,41357,20.91,20.94,20.92,-0.41,00000000
30548838,41218,41303,41232,41238,41232,41275,41321,41323,41294,41289,41244,41312,41231,41297,41276,41308,41310,41278,41347,41355,41295,41343,41237,41360,20.90,20.94,20.92,-0.38,00000000
30549261,41220,41303,41233,41239,41233,41274,41322,41324,41296,41290,41244,41311,41232,41295,41275,41310,41309,41277,41347,41355,41294,41344,41237,41359,20.90,20.94,20.92,-0.37,00000000
30549684,41220,41302,41233,41239,41232,41275,41323,41323,41296,41291,41243,41312,41231,41297,41275,41310,41310,41277,41345,41356,41294,41344,41236,41359,20.90,20.93,20.92,-0.36,00000000
30550107,41220,41302,41234,41239,41233,41273,41324,41324,41297,41290,41243,41312,41232,41298,41276,41309,41310,41277,41345,41355,41294,41341,41237,41358,20.90,20.93,20.92,-0.42,00000000
30550529,41219,41303,41234,41238,41232,41274,41324,41325,41296,41291,41243,41311,41231,41297,41277,41310,41311,41276,41344,41355,41296,41343,41239,41360,20.90,20.93,20.92,-0.36,00000000
30550951,41219,41303,41235,41239,41232,41275,41322,41322,41296,41289,41243,41311,41233,41298,41276,41311,41311,41277,41347,41355,41294,41342,41238,41358,20.90,20.93,20.92,-0.34,00000000
30551599,41219,41303,41234,41241,41230,41273,41322,41323,41296,41291,41242,41311,41234,41298,41275,41310,41309,41276,41345,41355,41295,41343,41236,41356,20.90,20.94,20.92,-0.41,00000000
30552022,41220,41302,41234,41239,41232,41274,41321,41324,41295,41290,41244,41311,41232,41298,41275,41310,41312,41276,41345,41356,41294,41342,41240,41358,20.90,20.93,20.92,-0.33,00000000
30552444,41220,41303,41234,41240,41234,41274,41324,41324,41295,41289,41244,41311,41233,41298,41275,41310,41310,41276,41343,41355,41295,41343,41238,41357,20.90,20.94,20.92,-0.35,00000000
30552867,41220,41304,41235,41240,41233,41275,41323,41323,41295,41290,41242,41311,41232,41299,41277,41310,41310,41275,41346,41357,41293,41343,41235,41357,20.90,20.94,20.92,-0.42,00000000
30553290,41220,41303,41235,41239,41233,41274,41323,41324,41297,41290,41243,41313,41232,41298,41276,41309,41309,41278,41346,41355,41294,41341,41238,41360,20.90,20.94,20.92,-0.39,00000000
30553940,41219,41303,41234,41240,41232,41275,41322,41324,41297,41291,41242,41313,41232,41298,41277,41311,41310,41276,41346,41357,41294,41342,41238,41359,20.90,20.94,20.92,-0.31,00000000
30554362,41220,41303,41234,41237,41232,41274,41324,41323,41296,41289,41243,41311,41232,41297,41276,41310,41309,41278,41346,41354,41296,41345,41237,41359,20.90,20.93,20.92,-0.39,00000000
30554785,41219,41303,41235,41240,41233,41275,41323,41323,41296,41291,41243,41312,41232,41298,41276,41311,41310,41277,41345,41355,41295,41343,41237,41359,20.90,20.94,20.92,-0.41,00000000
30555208,41219,41303,41232,41239,41234,41274,41323,41323,41295,41291,41244,41310,41231,41298,41277,41311,41311,41276,41346,41355,41295,41342,41237,41357,20.90,20.94,20.92,-0.34,00000000
30555632,41219,41304,41235,41239,41231,41275,41323,41324,41295,41290,41243,41313,41232,41298,41276,41310,41309,41276,41346,41356,41296,41342,41237,41359,20.90,20.94,20.93,-0.36,00000000
30556054,41220,41303,41235,41240,41233,41273,41322,41322,41296,41291,41244,41310,41234,41298,41277,41310,41310,41278,41346,41356,41293,41341,41235,41359,20.90,20.94,20.92,-0.39,00000000
30556704,41219,41303,41235,41239,41230,41274,41321,41323,41297,41292,41244,41312,41233,41298,41277,41310,41309,41276,41345,41356,41294,41343,41238,41359,20.90,20.94,20.92,-0.34,00000000
30557127,41219,41304,41234,41239,41232,41276,41323,41323,41296,41291,41243,41311,41234,41298,41276,41310,41311,41275,41345,41355,41296,41343,41237,41359,20.90,20.93,20.93,-0.36,00000000
30557549,41218,41302,41234,41239,41233,41275,41322,41323,41296,41290,41243,41311,41231,41298,41277,41311,41310,41277,41345,41354,41294,41342,41236,41358,20.90,20.93,20.92,-0.40,00000000
30557972,41219,41302,41235,41239,41233,41276,41321,41321,41296,41289,41244,41311,41231,41298,41276,41310,41310,41277,41344,41354,41294,41342,41237,41358,20.90,20.92,20.92,-0.37,00000000
30558396,41218,41301,41234,41239,41232,41277,41322,41323,41296,41292,41244,41312,41232,41298,41277,41310,41310,41277,41346,41355,41293,41343,41236,41359,20.91,20.94,20.93,-0.40,00000000
30559046,41219,41302,41234,41238,41233,41274,41322,41324,41296,41290,41244,41312,41232,41298,41275,41310,41309,41275,41345,41356,41293,41344,41238,41359,20.90,20.94,20.92,-0.42,00000000
