30559468,41219,41303,41234,41239,41234,41276,41322,41323,41295,41290,41245,41312,41230,41297,41277,41310,41310,41278,41346,41356,41294,41343,41236,41357,20.90,20.94,20.92,-0.41,00000000
30559890,41219,41303,41235,41239,41233,41275,41321,41324,41296,41291,41243,41311,41232,41298,41276,41311,41310,41277,41345,41356,41294,41343,41237,41359,20.90,20.94,20.92,-0.36,00000000
30560312,41220,41302,41235,41239,41233,41274,41322,41324,41297,41290,41243,41311,41233,41297,41275,41310,41311,41276,41346,41354,41296,41343,41239,41359,20.90,20.94,20.92,-0.32,00000000
30560736,41220,41303,41233,41240,41234,41273,41322,41322,41295,41291,41244,41311,41232,41299,41275,41310,41308,41276,41344,41355,41294,41342,41236,41359,20.90,20.94,20.92,-0.38,00000000
30561158,41220,41303,41233,41239,41231,41274,41321,41323,41295,41290,41244,41311,41231,41296,41276,41310,41309,41277,41346,41356,41295,41342,41237,41357,20.90,20.93,20.92,-0.35,00000000
30561807,41219,41302,41234,41238,41233,41274,41322,41323,41295,41289,41243,41312,41231,41297,41277,41310,41307,41276,41345,41355,41295,41343,41236,41359,20.90,20.94,20.92,-0.38,00000000
30562230,41220,41303,41234,41238,41232,41273,41320,41323,41294,41290,41243,41313,41234,41298,41276,41310,41309,41277,41346,41355,41293,41342,41236,41358,20.90,20.94,20.93,-0.32,00000000
30562654,41219,41302,41234,41239,41232,41276,41321,41324,41294,41290,41244,41311,41232,41298,41275,41310,41311,41276,41344,41356,41296,41344,41238,41359,20.90,20.94,20.92,-0.44,00000000
30563077,41219,41301,41235,41239,41233,41274,41322,41322,41293,41291,41244,41312,41233,41298,41275,41309,41309,41278,41344,41355,41293,41343,41237,41358,20.90,20.94,20.92,-0.33,00000000
30563500,41218,41304,41234,41238,41235,41274,41322,41323,41296,41289,41245,41312,41233,41298,41276,41309,41310,41276,41345,41356,41295,41342,41237,41358,20.90,20.94,20.92,-0.35,00000000
30564150,41220,41303,41235,41239,41231,41274,41322,41323,41295,41291,41242,41312,41232,41297,41276,41310,41310,41276,41344,41355,41293,41342,41238,41358,20.90,20.94,20.92,-0.41,00000000
30564574,41219,41303,41234,41238,41235,41274,41322,41324,41295,41290,41244,41310,41232,41297,41274,41310,41309,41276,41346,41355,41292,41343,41238,41357,20.89,20.94,20.92,-0.34,00000000
30564997,41221,41302,41234,41239,41231,41275,41322,41322,41297,41290,41242,41313,41233,41298,41277,41310,41310,41277,41344,41353,41294,41342,41238,41358,20.90,20.94,20.92,-0.40,00000000
30565419,41219,41301,41234,41239,41232,41273,41322,41322,41294,41290,41243,41311,41232,41297,41276,41310,41310,41277,41346,41356,41294,41343,41238,41359,20.90,20.94,20.92,-0.42,00000000
30565842,41220,41300,41232,41238,41232,41274,41323,41323,41296,41290,41242,41311,41232,41297,41275,41309,41309,41277,41346,41355,41294,41343,41237,41358,20.90,20.94,20.92,-0.35,00000000
30566266,41219,41302,41235,41240,41233,41274,41323,41322,41296,41290,41243,41311,41232,41298,41275,41309,41308,41275,41345,41355,41294,41342,41236,41357,20.90,20.94,20.92,-0.35,00000000
30566916,41219,41304,41235,41239,41232,41275,41322,41324,41297,41290,41243,41312,41232,41298,41275,41310,41310,41276,41347,41356,41296,41343,41237,41359,20.90,20.94,20.93,-0.35,00000000
30567339,41220,41303,41233,41239,41232,41276,41322,41323,41295,41290,41242,41311,41232,41294,41276,41309,41311,41276,41344,41355,41295,41342,41237,41357,20.90,20.94,20.92,-0.40,00000000
30567763,41219,41303,41234,41238,41233,41275,41324,41324,41295,41290,41242,41311,41233,41299,41275,41311,41311,41277,41347,41355,41293,41345,41235,41357,20.90,20.94,20.92,-0.38,00000000
30568187,41218,41302,41235,41240,41232,41273,41322,41323,41297,41290,41243,41310,41232,41297,41275,41309,41310,41275,41344,41355,41294,41343,41237,41358,20.90,20.94,20.92,-0.42,00000000
30568610,41220,41303,41234,41241,41232,41274,41322,41323,41295,41293,41243,41311,41231,41295,41276,41311,41310,41276,41345,41355,41294,41344,41236,41358,20.90,20.94,20.92,-0.30,00000000
30569260,41219,41302,41234,41239,41232,41274,41322,41323,41295,41290,41243,41311,41231,41299,41276,41310,41309,41276,41345,41355,41294,41343,41236,41357,20.90,20.94,20.92,-0.40,00000000
30569683,41220,41302,41234,41238,41231,41274,41323,41324,41296,41290,41243,41312,41230,41297,41276,41311,41310,41275,41346,41356,41294,41343,41237,41358,20.90,20.93,20.92,-0.36,00000000
30570105,41220,41302,41234,41238,41233,41273,41323,41324,41296,41288,41242,41311,41232,41298,41276,41311,41308,41277,41346,41355,41297,41343,41236,41360,20.89,20.94,20.92,-0.36,00000000
30570527,41218,41302,41232,41240,41232,41274,41322,41323,41296,41291,41240,41310,41233,41298,41276,41310,41310,41276,41345,41354,41296,41344,41237,41358,20.90,20.93,20.92,-0.34,00000000
30570949,41218,41302,41234,41238,41230,41275,41322,41321,41296,41289,41244,41312,41233,41298,41276,41311,41309,41276,41345,41355,41295,41344,41237,41359,20.90,20.93,20.92,-0.40,00000000
30571373,41218,41305,41233,41239,41231,41275,41321,41324,41297,41290,41243,41311,41232,41297,41277,41309,41309,41277,41345,41356,41293,41344,41237,41359,20.90,20.94,20.92,-0.45,00000000
30572022,41218,41303,41234,41239,41233,41275,41324,41325,41295,41290,41244,41313,41232,41298,41275,41311,41310,41278,41346,41355,41296,41344,41237,41358,20.90,20.94,20.92,-0.30,00000000
30572445,41219,41303,41233,41240,41232,41275,41323,41324,41295,41291,41243,41310,41231,41298,41275,41311,41310,41278,41344,41354,41294,41341,41237,41360,20.90,20.94,20.92,-0.41,00000000
30572867,41218,41303,41235,41238,41232,41274,41323,41323,41296,41291,41243,41311,41231,41298,41276,41310,41310,41279,41345,41355,41294,41343,41237,41358,20.91,20.93,20.92,-0.25,00000000
30573291,41220,41302,41234,41239,41231,41274,41322,41323,41297,41291,41242,41312,41232,41298,41276,41310,41311,41277,41345,41354,41294,41344,41239,41358,20.91,20.94,20.92,-0.37,00000000
30573713,41220,41303,41234,41240,41231,41274,41323,41324,41295,41290,41242,41311,41233,41296,41277,41310,41310,41275,41346,41354,41294,41343,41237,41358,20.90,20.94,20.93,-0.33,00000000
30574363,41219,41303,41234,41239,41232,41274,41323,41324,41297,41290,41243,41311,41232,41298,41276,41310,41311,41276,41347,41355,41294,41342,41238,41357,20.90,20.93,20.92,-0.41,00000000
30574786,41219,41302,41234,41238,41232,41274,41322,41322,41295,41288,41242,41311,41231,41297,41276,41310,41311,41277,41347,41355,41294,41342,41237,41359,20.90,20.94,20.92,-0.38,00000000
30575210,41221,41304,41232,41237,41232,41272,41323,41324,41294,41289,41243,41309,41232,41297,41275,41311,41309,41277,41344,41356,41292,41341,41238,41357,20.90,20.94,20.92,-0.33,00000000
30575632,41220,41303,41235,41240,41233,41273,41323,41323,41297,41292,41244,41313,41230,41298,41276,41308,41309,41277,41346,41355,41296,41342,41235,41358,20.90,20.93,20.93,-0.36,00000000
30576055,41218,41302,41235,41239,41230,41273,41322,41323,41296,41291,41241,41311,41233,41298,41277,41310,41311,41277,41346,41355,41295,41343,41238,41359,20.87,20.92,20.92,-0.57,00000000
30576704,41220,41303,41234,41239,41233,41274,41323,41323,41295,41291,41243,41311,41231,41297,41277,41309,41308,41276,41345,41354,41294,41343,41237,41359,20.90,20.94,20.92,-0.40,00000000
30577128,41219,41301,41234,41238,41232,41276,41322,41322,41295,41290,41244,41313,41232,41297,41276,41310,41309,41276,41346,41355,41295,41342,41237,41358,20.90,20.93,20.92,-0.42,00000000
30577551,41219,41303,41235,41239,41233,41273,41321,41322,41296,41290,41243,41311,41232,41298,41276,41310,41309,41278,41346,41354,41294,41343,41237,41359,20.90,20.94,20.92,-0.37,00000000
30577973,41220,41303,41235,41240,41232,41274,41323,41323,41295,41290,41243,41311,41233,41299,41276,41310,41310,41275,41346,41355,41294,41343,41236,41357,20.90,20.93,20.92,-0.38,00000000
30578397,41219,41302,41234,41240,41231,41274,41324,41323,41296,41289,41241,41309,41232,41297,41276,41311,41309,41277,41346,41356,41296,41343,41237,41359,20.90,20.94,20.92,-0.37,00000000
30578821,41220,41301,41234,41239,41232,41273,41324,41323,41295,41290,41243,41311,41233,41298,41276,41311,41310,41278,41345,41355,41294,41342,41235,41358,20.91,20.94,20.92,-0.41,00000000
30579471,41219,41302,41233,41239,41231,41273,41322,41323,41297,41291,41244,41311,41231,41297,41276,41310,41309,41278,41345,41356,41293,41342,41236,41359,20.90,20.93,20.92,-0.38,00000000
30579894,41220,41302,41235,41240,41232,41276,41323,41322,41296,41290,41244,41312,41231,41299,41276,41310,41310,41276,41345,41355,41294,41343,41237,41358,20.90,20.94,20.92,-0.36,00000000
30580317,41220,41302,41232,41239,41232,41275,41322,41323,41294,41289,41243,41313,41233,41297,41276,41310,41309,41278,41346,41356,41293,41343,41237,41359,20.90,20.93,20.93,-0.38,00000000
30580741,41220,41303,41234,41239,41233,41274,41321,41322,41296,41290,41244,41312,41233,41295,41275,41311,41310,41277,41345,41355,41293,41342,41238,41357,20.90,20.94,20.93,-0.44,00000000
30581164,41220,41305,41235,41239,41234,41275,41323,41324,41297,41290,41245,41310,41234,41298,41277,41310,41309,41276,41347,41357,41294,41343,41237,41358,20.91,20.94,20.92,-0.36,00000000
30581814,41218,41301,41233,41240,41233,41274,41323,41324,41295,41290,41243,41310,41233,41296,41276,41311,41311,41277,41346,41355,41294,41342,41235,41357,20.90,20.94,20.92,-0.33,00000000
30582238,41221,41303,41234,41239,41233,41274,41324,41323,41295,41290,41244,41312,41232,41299,41276,41310,41311,41275,41346,41356,41294,41341,41238,41357,20.90,20.94,20.92,-0.36,00000000
30582661,41219,41303,41234,41238,41231,41273,41323,41323,41296,41290,41242,41310,41234,41298,41277,41310,41309,41276,41345,41357,41294,41343,41235,41357,20.90,20.94,20.92,-0.32,00000000
30583295,41220,41303,41235,41239,41232,41275,41322,41323,41296,41290,41243,41312,41231,41297,41276,41310,41310,41278,41345,41357,41294,41342,41238,41358,20.90,20.92,20.91,-0.42,00000000
30583718,41219,41303,41234,41240,41233,41274,41322,41323,41296,41290,41242,41312,41232,41297,41274,41310,41311,41277,41347,41355,41295,41342,41235,41356,20.90,20.94,20.92,-0.42,00000000
30584142,41218,41302,41234,41240,41232,41274,41324,41325,41296,41289,41244,41311,41232,41299,41274,41310,41312,41276,41345,41355,41293,41342,41237,41358,20.85,20.92,20.92,-0.52,00000000
30584792,41221,41303,41234,41240,41234,41274,41325,41322,41295,41290,41244,41312,41233,41298,41276,41310,41308,41276,41343,41355,41294,41342,41236,41358,20.90,20.94,20.92,-0.45,00000000
30585215,41219,41303,41234,41240,41233,41274,41322,41323,41294,41290,41241,41310,41232,41297,41275,41310,41311,41276,41345,41355,41293,41342,41237,41357,20.90,20.94,20.92,-0.31,00000000
30585639,41219,41302,41234,41239,41232,41275,41323,41324,41296,41292,41245,41314,41232,41298,41276,41310,41311,41276,41346,41355,41294,41342,41238,41357,20.90,20.94,20.92,-0.47,00000000
30586062,41219,41302,41233,41240,41235,41275,41323,41323,41294,41290,41245,41312,41233,41299,41277,41309,41310,41278,41345,41356,41295,41343,41237,41359,20.89,20.93,20.91,-0.35,00000000
30586485,41220,41303,41233,41238,41233,41274,41322,41324,41296,41290,41242,41311,41232,41297,41275,41309,41311,41277,41345,41355,41294,41342,41237,41359,20.91,20.94,20.92,-0.42,00000000
30587134,41219,41301,41232,41238,41231,41275,41322,41323,41295,41290,41243,41313,41232,41295,41276,41310,41309,41276,41345,41353,41294,41342,41236,41359,20.90,20.94,20.92,-0.38,00000000
30587558,41221,41303,41235,41240,41231,41276,41324,41323,41297,41290,41243,41311,41231,41297,41276,41310,41310,41276,41344,41355,41294,41341,41236,41358,20.90,20.94,20.93,-0.39,00000000
30587982,41220,41302,41233,41239,41233,41273,41322,41323,41294,41290,41243,41310,41232,41296,41276,41310,41308,41275,41346,41355,41295,41343,41236,41357,20.90,20.94,20.92,-0.38,00000000
30588405,41218,41301,41234,41238,41232,41274,41322,41322,41297,41291,41244,41313,41233,41296,41275,41309,41310,41277,41344,41354,41295,41343,41238,41360,20.90,20.94,20.92,-0.39,00000000
30588828,41218,41303,41235,41240,41233,41274,41321,41323,41296,41290,41243,41311,41232,41297,41275,41311,41310,41277,41345,41355,41294,41342,41236,41358,20.90,20.94,20.92,-0.42,00000000
30589250,41220,41303,41233,41239,41230,41274,41322,41322,41297,41290,41242,41313,41231,41297,41276,41309,41310,41277,41345,41355,41295,41343,41238,41358,20.90,20.94,20.92,-0.36,00000000
30589900,41219,41302,41233,41238,41233,41275,41321,41323,41295,41290,41243,41313,41233,41295,41276,41310,41310,41276,41346,41355,41294,41341,41237,41358,20.91,20.93,20.92,-0.42,00000000
30590323,41218,41303,41234,41240,41233,41275,41321,41323,41296,41291,41244,41312,41232,41298,41276,41310,41310,41278,41346,41356,41293,41343,41237,41358,20.90,20.94,20.92,-0.33,00000000
30590746,41218,41302,41235,41238,41231,41274,41323,41324,41297,41290,41244,41311,41231,41297,41276,41309,41309,41276,41344,41354,41294,41343,41237,41359,20.90,20.94,20.92,-0.37,00000000
30591168,41220,41302,41236,41239,41231,41274,41323,41322,41296,41290,41244,41311,41231,41296,41274,41309,41310,41277,41346,41353,41294,41343,41237,41358,20.90,20.94,20.92,-0.42,00000000
30591592,41218,41301,41234,41238,41233,41275,41322,41323,41295,41290,41244,41311,41233,41297,41277,41310,41311,41278,41345,41354,41294,41342,41237,41359,20.90,20.94,20.92,-0.34,00000000
30592241,41219,41302,41234,41240,41232,41274,41324,41323,41296,41290,41243,41311,41233,41299,41275,41311,41310,41277,41346,41356,41295,41343,41237,41360,20.90,20.93,20.91,-0.34,00000000
30592663,41219,41302,41232,41240,41231,41274,41322,41323,41295,41290,41243,41311,41233,41298,41276,41311,41310,41276,41346,41355,41293,41343,41236,41359,20.90,20.93,20.92,-0.35,00000000
30593087,41219,41303,41233,41239,41233,41274,41323,41322,41295,41291,41244,41312,41232,41298,41276,41310,41312,41278,41344,41354,41294,41342,41238,41359,20.90,20.94,20.92,-0.42,00000000
30593510,41218,41302,41233,41239,41231,41273,41323,41324,41295,41291,41244,41312,41233,41296,41274,41309,41310,41277,41346,41354,41293,41343,41237,41359,20.90,20.94,20.92,-0.36,00000000
30593932,41219,41301,41234,41239,41231,41274,41323,41322,41296,41290,41243,41312,41232,41296,41276,41310,41310,41276,41346,41354,41294,41343,41238,41358,20.90,20.93,20.92,-0.35,00000000
30594588,41219,41303,41234,41239,41232,41273,41322,41323,41297,41291,41243,41312,41232,41296,41275,41309,41309,41277,41346,41355,41295,41342,41237,41359,20.94,20.96,20.94,-0.44,00000000
30595472,41220,41303,41235,41239,41232,41274,41324,41324,41296,41292,41243,41312,41231,41298,41274,41310,41309,41275,41345,41354,41292,41344,41237,41358,20.94,20.96,20.94,-0.43,00000000
30596129,41219,41302,41233,41240,41231,41277,41321,41324,41295,41291,41240,41314,41231,41298,41274,41310,41309,41275,41346,41355,41294,41343,41237,41358,20.90,20.94,20.92,-0.57,00000000
30596786,41218,41303,41233,41238,41232,41274,41323,41323,41295,41290,41242,41310,41231,41298,41275,41311,41311,41278,41344,41354,41294,41342,41236,41359,20.94,20.96,20.92,-0.38,00000000
30597444,41220,41302,41231,41238,41234,41275,41322,41324,41292,41290,41244,41312,41232,41298,41277,41310,41310,41275,41346,41356,41293,41342,41238,41359,20.94,20.96,20.94,-0.43,00000000
